year,/,month,/,day,g,s,w
" 2012",/,Nov,/,14,7,49,123
" 2012",/,Nov,/,15,8,52,132
" 2012",/,Nov,/,16,8,46,131
" 2012",/,Nov,/,17,8,39,119
" 2012",/,Nov,/,18,7,43,114
" 2012",/,Nov,/,19,6,40,105
" 2012",/,Nov,/,20,5,45,95
" 2012",/,Nov,/,21,5,50,103
" 2012",/,Nov,/,22,5,38,85
" 2012",/,Nov,/,23,4,31,75
" 2012",/,Nov,/,24,5,31,81
" 2012",/,Nov,/,25,4,35,77
" 2012",/,Nov,/,26,4,35,75
" 2012",/,Nov,/,27,4,34,74
" 2012",/,Nov,/,28,4,30,75
" 2012",/,Nov,/,29,4,28,68
" 2012",/,Nov,/,30,4,24,63
" 2012",/,Dec,/,1,3,21,53
" 2012",/,Dec,/,2,3,16,47
" 2012",/,Dec,/,3,3,13,45
" 2012",/,Dec,/,4,4,11,47
" 2012",/,Dec,/,5,4,11,48
" 2012",/,Dec,/,6,2,7,29
" 2012",/,Dec,/,7,2,5,26
" 2012",/,Dec,/,8,3,12,43
" 2012",/,Dec,/,9,3,14,42
" 2012",/,Dec,/,10,2,25,47
" 2012",/,Dec,/,11,2,22,45
" 2012",/,Dec,/,12,4,29,66
" 2012",/,Dec,/,13,4,28,63
" 2012",/,Dec,/,14,3,22,50
" 2012",/,Dec,/,15,4,20,64
" 2012",/,Dec,/,16,5,21,70
" 2012",/,Dec,/,17,5,19,64
" 2012",/,Dec,/,18,4,19,58
" 2012",/,Dec,/,19,4,20,58
" 2012",/,Dec,/,20,4,24,63
" 2012",/,Dec,/,21,3,29,62
" 2012",/,Dec,/,22,4,39,74
" 2012",/,Dec,/,23,4,38,75
" 2012",/,Dec,/,24,3,27,54
" 2012",/,Dec,/,25,3,27,55
" 2012",/,Dec,/,26,3,20,47
" 2012",/,Dec,/,27,4,15,52
" 2012",/,Dec,/,28,4,15,57
" 2012",/,Dec,/,29,3,10,45
" 2012",/,Dec,/,30,4,13,53
" 2012",/,Dec,/,31,6,27,86
" 2013",/,Jan,/,1,6,31,90
" 2013",/,Jan,/,2,6,25,87
" 2013",/,Jan,/,3,8,37,114
" 2013",/,Jan,/,4,11,35,143
" 2013",/,Jan,/,5,12,34,153
" 2013",/,Jan,/,6,11,36,151
" 2013",/,Jan,/,7,11,40,147
" 2013",/,Jan,/,8,10,48,146
" 2013",/,Jan,/,9,9,51,145
" 2013",/,Jan,/,10,9,55,145
" 2013",/,Jan,/,11,10,67,162
" 2013",/,Jan,/,12,8,65,142
" 2013",/,Jan,/,13,7,52,120
" 2013",/,Jan,/,14,7,46,112
" 2013",/,Jan,/,15,6,44,106
" 2013",/,Jan,/,16,4,38,81
" 2013",/,Jan,/,17,3,28,58
" 2013",/,Jan,/,18,3,17,46
" 2013",/,Jan,/,19,3,13,48
" 2013",/,Jan,/,20,3,15,45
" 2013",/,Jan,/,21,2,17,41
" 2013",/,Jan,/,22,3,19,50
" 2013",/,Jan,/,23,4,20,63
" 2013",/,Jan,/,24,4,16,53
" 2013",/,Jan,/,25,4,14,51
" 2013",/,Jan,/,26,4,14,59
" 2013",/,Jan,/,27,4,19,60
" 2013",/,Jan,/,28,5,12,57
" 2013",/,Jan,/,29,4,9,50
" 2013",/,Jan,/,30,4,9,52
" 2013",/,Jan,/,31,4,9,45
" 2013",/,Feb,/,1,4,12,56
" 2013",/,Feb,/,2,5,16,64
" 2013",/,Feb,/,3,5,20,68
" 2013",/,Feb,/,4,3,12,39
" 2013",/,Feb,/,5,3,10,39
" 2013",/,Feb,/,6,3,11,40
" 2013",/,Feb,/,7,4,17,57
" 2013",/,Feb,/,8,4,18,54
" 2013",/,Feb,/,9,3,17,48
" 2013",/,Feb,/,10,3,15,46
" 2013",/,Feb,/,11,4,14,52
" 2013",/,Feb,/,12,4,11,50
" 2013",/,Feb,/,13,3,7,35
" 2013",/,Feb,/,14,2,6,29
" 2013",/,Feb,/,15,3,4,31
" 2013",/,Feb,/,16,3,9,39
" 2013",/,Feb,/,17,5,23,72
" 2013",/,Feb,/,18,6,28,86
" 2013",/,Feb,/,19,6,38,94
" 2013",/,Feb,/,20,5,33,86
" 2013",/,Feb,/,21,5,21,68
" 2013",/,Feb,/,22,5,17,63
" 2013",/,Feb,/,23,3,6,33
" 2013",/,Feb,/,24,3,5,33
" 2013",/,Feb,/,25,3,12,44
" 2013",/,Feb,/,26,3,19,50
" 2013",/,Feb,/,27,3,20,55
" 2013",/,Feb,/,28,4,24,62
" 2013",/,Mar,/,1,5,25,71
" 2013",/,Mar,/,2,6,24,79
" 2013",/,Mar,/,3,6,22,79
" 2013",/,Mar,/,4,5,23,77
" 2013",/,Mar,/,5,5,22,67
" 2013",/,Mar,/,6,5,23,69
" 2013",/,Mar,/,7,4,21,62
" 2013",/,Mar,/,8,4,22,62
" 2013",/,Mar,/,9,5,22,71
" 2013",/,Mar,/,10,6,25,83
" 2013",/,Mar,/,11,7,29,95
" 2013",/,Mar,/,12,7,38,109
" 2013",/,Mar,/,13,7,37,106
" 2013",/,Mar,/,14,7,34,109
" 2013",/,Mar,/,15,7,33,106
" 2013",/,Mar,/,16,7,32,100
" 2013",/,Mar,/,17,7,34,106
" 2013",/,Mar,/,18,6,27,90
" 2013",/,Mar,/,19,5,15,62
" 2013",/,Mar,/,20,3,12,43
" 2013",/,Mar,/,21,4,13,49
" 2013",/,Mar,/,22,3,13,46
" 2013",/,Mar,/,23,3,14,44
" 2013",/,Mar,/,24,3,10,37
" 2013",/,Mar,/,25,3,8,33
" 2013",/,Mar,/,26,2,7,27
" 2013",/,Mar,/,27,2,7,28
" 2013",/,Mar,/,28,4,13,49
" 2013",/,Mar,/,29,4,18,63
" 2013",/,Mar,/,30,5,19,69
" 2013",/,Mar,/,31,6,27,85
" 2013",/,Apr,/,1,6,20,75
" 2013",/,Apr,/,2,7,28,94
" 2013",/,Apr,/,3,7,25,92
" 2013",/,Apr,/,4,6,32,94
" 2013",/,Apr,/,5,6,33,94
" 2013",/,Apr,/,6,7,30,100
" 2013",/,Apr,/,7,7,39,110
" 2013",/,Apr,/,8,7,45,112
" 2013",/,Apr,/,9,8,53,130
" 2013",/,Apr,/,10,7,57,123
" 2013",/,Apr,/,11,6,59,121
" 2013",/,Apr,/,12,6,56,112
" 2013",/,Apr,/,13,6,48,107
" 2013",/,Apr,/,14,6,40,101
" 2013",/,Apr,/,15,5,31,85
" 2013",/,Apr,/,16,5,34,87
" 2013",/,Apr,/,17,5,34,86
" 2013",/,Apr,/,18,5,28,74
" 2013",/,Apr,/,19,6,23,80
" 2013",/,Apr,/,20,4,35,80
" 2013",/,Apr,/,21,4,43,86
" 2013",/,Apr,/,22,4,36,73
" 2013",/,Apr,/,23,4,33,75
" 2013",/,Apr,/,24,6,31,87
" 2013",/,Apr,/,25,7,34,101
" 2013",/,Apr,/,26,6,28,90
" 2013",/,Apr,/,27,6,39,100
" 2013",/,Apr,/,28,5,43,95
" 2013",/,Apr,/,29,6,65,129
" 2013",/,Apr,/,30,6,61,121
" 2013",/,May,/,1,6,59,114
" 2013",/,May,/,2,5,47,93
" 2013",/,May,/,3,5,45,97
" 2013",/,May,/,4,6,45,103
" 2013",/,May,/,5,6,36,97
" 2013",/,May,/,6,6,36,96
" 2013",/,May,/,7,7,38,106
" 2013",/,May,/,8,7,35,109
" 2013",/,May,/,9,7,31,103
" 2013",/,May,/,10,8,30,111
" 2013",/,May,/,11,8,34,118
" 2013",/,May,/,12,8,55,134
" 2013",/,May,/,13,8,72,151
" 2013",/,May,/,14,8,65,146
" 2013",/,May,/,15,9,61,150
" 2013",/,May,/,16,10,79,178
" 2013",/,May,/,17,9,65,159
" 2013",/,May,/,18,8,45,123
" 2013",/,May,/,19,7,43,116
" 2013",/,May,/,20,7,32,102
" 2013",/,May,/,21,7,33,104
" 2013",/,May,/,22,7,40,108
" 2013",/,May,/,23,5,41,92
" 2013",/,May,/,24,5,48,98
" 2013",/,May,/,25,5,44,94
" 2013",/,May,/,26,5,34,82
" 2013",/,May,/,27,5,32,85
" 2013",/,May,/,28,5,22,75
" 2013",/,May,/,29,5,17,65
" 2013",/,May,/,30,4,10,54
" 2013",/,May,/,31,4,9,45
" 2013",/,Jun,/,1,4,17,54
" 2013",/,Jun,/,2,5,24,70
" 2013",/,Jun,/,3,4,23,60
" 2013",/,Jun,/,4,3,18,50
" 2013",/,Jun,/,5,5,27,74
" 2013",/,Jun,/,6,4,26,66
" 2013",/,Jun,/,7,2,18,41
" 2013",/,Jun,/,8,1,16,29
" 2013",/,Jun,/,9,2,17,33
" 2013",/,Jun,/,10,1,10,22
" 2013",/,Jun,/,11,1,4,17
" 2013",/,Jun,/,12,2,9,27
" 2013",/,Jun,/,13,3,20,48
" 2013",/,Jun,/,14,4,22,63
" 2013",/,Jun,/,15,6,25,90
" 2013",/,Jun,/,16,6,33,96
" 2013",/,Jun,/,17,6,44,104
" 2013",/,Jun,/,18,6,49,106
" 2013",/,Jun,/,19,6,48,108
" 2013",/,Jun,/,20,7,48,120
" 2013",/,Jun,/,21,7,47,121
" 2013",/,Jun,/,22,8,46,124
" 2013",/,Jun,/,23,7,35,108
" 2013",/,Jun,/,24,7,30,100
" 2013",/,Jun,/,25,5,16,64
" 2013",/,Jun,/,26,4,12,51
" 2013",/,Jun,/,27,4,17,57
" 2013",/,Jun,/,28,5,23,69
" 2013",/,Jun,/,29,4,26,66
" 2013",/,Jun,/,30,4,23,66
" 2013",/,Jul,/,1,5,25,77
" 2013",/,Jul,/,2,7,33,100
" 2013",/,Jul,/,3,5,41,92
" 2013",/,Jul,/,4,4,52,95
" 2013",/,Jul,/,5,4,64,101
" 2013",/,Jul,/,6,4,71,114
" 2013",/,Jul,/,7,5,69,117
" 2013",/,Jul,/,8,4,63,105
" 2013",/,Jul,/,9,4,58,98
" 2013",/,Jul,/,10,3,48,78
" 2013",/,Jul,/,11,4,33,70
" 2013",/,Jul,/,12,4,21,63
" 2013",/,Jul,/,13,2,11,35
" 2013",/,Jul,/,14,4,18,59
" 2013",/,Jul,/,15,4,27,68
" 2013",/,Jul,/,16,4,27,69
" 2013",/,Jul,/,17,4,27,68
" 2013",/,Jul,/,18,5,27,81
" 2013",/,Jul,/,19,4,25,70
" 2013",/,Jul,/,20,3,27,57
" 2013",/,Jul,/,21,3,28,54
" 2013",/,Jul,/,22,3,18,47
" 2013",/,Jul,/,23,4,25,68
" 2013",/,Jul,/,24,5,21,67
" 2013",/,Jul,/,25,5,21,74
" 2013",/,Jul,/,26,5,21,66
" 2013",/,Jul,/,27,4,22,64
" 2013",/,Jul,/,28,5,25,72
" 2013",/,Jul,/,29,6,32,94
" 2013",/,Jul,/,30,5,30,84
" 2013",/,Jul,/,31,7,24,92
" 2013",/,Aug,/,1,7,22,88
" 2013",/,Aug,/,2,7,31,99
" 2013",/,Aug,/,3,6,28,91
" 2013",/,Aug,/,4,5,20,73
" 2013",/,Aug,/,5,5,17,66
" 2013",/,Aug,/,6,5,15,60
" 2013",/,Aug,/,7,6,18,75
" 2013",/,Aug,/,8,6,18,78
" 2013",/,Aug,/,9,5,14,60
" 2013",/,Aug,/,10,5,14,67
" 2013",/,Aug,/,11,5,24,73
" 2013",/,Aug,/,12,5,33,85
" 2013",/,Aug,/,13,5,39,86
" 2013",/,Aug,/,14,6,43,98
" 2013",/,Aug,/,15,6,44,108
" 2013",/,Aug,/,16,6,31,87
" 2013",/,Aug,/,17,6,26,87
" 2013",/,Aug,/,18,7,26,94
" 2013",/,Aug,/,19,8,42,121
" 2013",/,Aug,/,20,8,44,121
" 2013",/,Aug,/,21,9,40,126
" 2013",/,Aug,/,22,9,41,127
" 2013",/,Aug,/,23,8,30,109
" 2013",/,Aug,/,24,6,15,71
" 2013",/,Aug,/,25,4,7,43
" 2013",/,Aug,/,26,4,9,45
" 2013",/,Aug,/,27,4,14,51
" 2013",/,Aug,/,28,3,16,47
" 2013",/,Aug,/,29,3,22,53
" 2013",/,Aug,/,30,4,28,65
" 2013",/,Aug,/,31,4,32,69
" 2013",/,Sep,/,1,4,30,67
" 2013",/,Sep,/,2,4,33,77
" 2013",/,Sep,/,3,4,26,67
" 2013",/,Sep,/,4,4,29,71
" 2013",/,Sep,/,5,4,19,56
" 2013",/,Sep,/,6,3,10,43
" 2013",/,Sep,/,7,3,5,32
" 2013",/,Sep,/,8,1,3,18
" 2013",/,Sep,/,9,1,2,12
" 2013",/,Sep,/,10,2,5,20
" 2013",/,Sep,/,11,3,11,44
" 2013",/,Sep,/,12,4,9,44
" 2013",/,Sep,/,13,2,5,29
" 2013",/,Sep,/,14,1,3,17
" 2013",/,Sep,/,15,1,3,13
" 2013",/,Sep,/,16,2,4,22
" 2013",/,Sep,/,17,4,9,46
" 2013",/,Sep,/,18,4,13,55
" 2013",/,Sep,/,19,5,15,61
" 2013",/,Sep,/,20,5,18,71
" 2013",/,Sep,/,21,5,20,69
" 2013",/,Sep,/,22,5,24,75
" 2013",/,Sep,/,23,4,15,60
" 2013",/,Sep,/,24,4,18,59
" 2013",/,Sep,/,25,4,21,57
" 2013",/,Sep,/,26,3,16,51
" 2013",/,Sep,/,27,4,15,55
" 2013",/,Sep,/,28,4,13,50
" 2013",/,Sep,/,29,3,8,42
" 2013",/,Sep,/,30,3,13,48
" 2013",/,Oct,/,1,3,19,48
" 2013",/,Oct,/,2,4,20,59
" 2013",/,Oct,/,3,5,29,79
" 2013",/,Oct,/,4,5,24,74
" 2013",/,Oct,/,5,4,14,56
" 2013",/,Oct,/,6,4,10,49
" 2013",/,Oct,/,7,5,17,70
" 2013",/,Oct,/,8,6,18,80
" 2013",/,Oct,/,9,7,33,101
" 2013",/,Oct,/,10,6,36,99
" 2013",/,Oct,/,11,7,40,105
" 2013",/,Oct,/,12,6,45,105
" 2013",/,Oct,/,13,7,45,119
" 2013",/,Oct,/,14,7,32,105
" 2013",/,Oct,/,15,7,31,105
" 2013",/,Oct,/,16,7,36,106
" 2013",/,Oct,/,17,9,42,128
" 2013",/,Oct,/,18,9,43,137
" 2013",/,Oct,/,19,8,35,113
" 2013",/,Oct,/,20,7,36,103
" 2013",/,Oct,/,21,6,48,112
" 2013",/,Oct,/,22,5,58,110
" 2013",/,Oct,/,23,5,64,112
" 2013",/,Oct,/,24,5,65,116
" 2013",/,Oct,/,25,6,50,107
" 2013",/,Oct,/,26,7,55,123
" 2013",/,Oct,/,27,8,55,130
" 2013",/,Oct,/,28,8,57,139
" 2013",/,Oct,/,29,7,55,130
" 2013",/,Oct,/,30,7,51,126
" 2013",/,Oct,/,31,7,50,119
" 2013",/,Nov,/,1,5,39,93
" 2013",/,Nov,/,2,6,32,91
" 2013",/,Nov,/,3,7,42,108
" 2013",/,Nov,/,4,6,52,112
" 2013",/,Nov,/,5,5,60,114
" 2013",/,Nov,/,6,6,74,135
" 2013",/,Nov,/,7,6,70,134
" 2013",/,Nov,/,8,6,64,121
" 2013",/,Nov,/,9,5,44,90
" 2013",/,Nov,/,10,5,38,92
" 2013",/,Nov,/,11,6,46,101
" 2013",/,Nov,/,12,6,48,111
" 2013",/,Nov,/,13,7,56,129
" 2013",/,Nov,/,14,7,63,136
" 2013",/,Nov,/,15,8,78,156
" 2013",/,Nov,/,16,8,73,153
" 2013",/,Nov,/,17,9,76,163
" 2013",/,Nov,/,18,8,44,120
" 2013",/,Nov,/,19,6,25,87
" 2013",/,Nov,/,20,6,18,74
" 2013",/,Nov,/,21,5,16,69
" 2013",/,Nov,/,22,4,13,55
" 2013",/,Nov,/,23,4,11,48
" 2013",/,Nov,/,24,5,14,61
" 2013",/,Nov,/,25,2,9,33
" 2013",/,Nov,/,26,3,10,38
" 2013",/,Nov,/,27,5,26,71
" 2013",/,Nov,/,28,5,36,89
" 2013",/,Nov,/,29,5,31,80
" 2013",/,Nov,/,30,6,33,89
" 2013",/,Dec,/,1,6,38,99
" 2013",/,Dec,/,2,7,46,115
" 2013",/,Dec,/,3,7,30,97
" 2013",/,Dec,/,4,7,33,102
" 2013",/,Dec,/,5,6,34,92
" 2013",/,Dec,/,6,5,35,87
" 2013",/,Dec,/,7,5,30,76
" 2013",/,Dec,/,8,5,35,88
" 2013",/,Dec,/,9,8,36,117
" 2013",/,Dec,/,10,11,54,159
" 2013",/,Dec,/,11,9,50,144
" 2013",/,Dec,/,12,8,41,122
" 2013",/,Dec,/,13,8,45,124
" 2013",/,Dec,/,14,7,47,122
" 2013",/,Dec,/,15,6,40,104
" 2013",/,Dec,/,16,6,33,96
" 2013",/,Dec,/,17,7,42,108
" 2013",/,Dec,/,18,8,44,127
" 2013",/,Dec,/,19,8,36,112
" 2013",/,Dec,/,20,8,46,124
" 2013",/,Dec,/,21,7,45,119
" 2013",/,Dec,/,22,6,33,95
" 2013",/,Dec,/,23,7,38,103
" 2013",/,Dec,/,24,6,28,91
" 2013",/,Dec,/,25,6,21,82
" 2013",/,Dec,/,26,6,25,89
" 2013",/,Dec,/,27,6,37,97
" 2013",/,Dec,/,28,6,40,99
" 2013",/,Dec,/,29,6,43,99
" 2013",/,Dec,/,30,5,42,97
" 2013",/,Dec,/,31,7,41,107
" 2014",/,Jan,/,1,6,41,105
" 2014",/,Jan,/,2,8,47,122
" 2014",/,Jan,/,3,8,54,135
" 2014",/,Jan,/,4,6,51,114
" 2014",/,Jan,/,5,7,66,132
" 2014",/,Jan,/,6,7,71,142
" 2014",/,Jan,/,7,5,66,112
" 2014",/,Jan,/,8,4,59,101
" 2014",/,Jan,/,9,5,54,106
" 2014",/,Jan,/,10,7,62,130
" 2014",/,Jan,/,11,8,50,128
" 2014",/,Jan,/,12,8,41,120
" 2014",/,Jan,/,13,7,32,102
" 2014",/,Jan,/,14,7,27,93
" 2014",/,Jan,/,15,6,22,85
" 2014",/,Jan,/,16,6,19,79
" 2014",/,Jan,/,17,6,12,72
" 2014",/,Jan,/,18,8,21,105
" 2014",/,Jan,/,19,8,23,103
" 2014",/,Jan,/,20,9,39,134
" 2014",/,Jan,/,21,9,45,139
" 2014",/,Jan,/,22,10,45,147
" 2014",/,Jan,/,23,8,38,123
" 2014",/,Jan,/,24,7,31,100
" 2014",/,Jan,/,25,6,28,91
" 2014",/,Jan,/,26,5,22,76
" 2014",/,Jan,/,27,5,17,70
" 2014",/,Jan,/,28,5,24,72
" 2014",/,Jan,/,29,5,37,87
" 2014",/,Jan,/,30,5,38,84
" 2014",/,Jan,/,31,3,52,85
" 2014",/,Feb,/,1,3,58,91
" 2014",/,Feb,/,2,4,73,111
" 2014",/,Feb,/,3,5,79,125
" 2014",/,Feb,/,4,5,77,129
" 2014",/,Feb,/,5,7,85,155
" 2014",/,Feb,/,6,7,85,153
" 2014",/,Feb,/,7,7,70,138
" 2014",/,Feb,/,8,7,60,133
" 2014",/,Feb,/,9,7,66,140
" 2014",/,Feb,/,10,7,52,123
" 2014",/,Feb,/,11,7,63,137
" 2014",/,Feb,/,12,7,64,135
" 2014",/,Feb,/,13,6,67,128
" 2014",/,Feb,/,14,5,62,113
" 2014",/,Feb,/,15,5,53,99
" 2014",/,Feb,/,16,4,48,89
" 2014",/,Feb,/,17,6,43,101
" 2014",/,Feb,/,18,7,45,114
" 2014",/,Feb,/,19,7,46,113
" 2014",/,Feb,/,20,7,52,121
" 2014",/,Feb,/,21,6,53,118
" 2014",/,Feb,/,22,6,64,123
" 2014",/,Feb,/,23,6,72,131
" 2014",/,Feb,/,24,7,72,138
" 2014",/,Feb,/,25,8,68,147
" 2014",/,Feb,/,26,10,71,174
" 2014",/,Feb,/,27,11,68,178
" 2014",/,Feb,/,28,10,59,158
" 2014",/,Mar,/,1,9,51,144
" 2014",/,Mar,/,2,9,53,146
" 2014",/,Mar,/,3,9,67,153
" 2014",/,Mar,/,4,8,52,129
" 2014",/,Mar,/,5,8,42,121
" 2014",/,Mar,/,6,7,40,114
" 2014",/,Mar,/,7,8,48,129
" 2014",/,Mar,/,8,7,31,98
" 2014",/,Mar,/,9,5,33,87
" 2014",/,Mar,/,10,5,48,102
" 2014",/,Mar,/,11,5,51,101
" 2014",/,Mar,/,12,6,51,110
" 2014",/,Mar,/,13,5,38,90
" 2014",/,Mar,/,14,6,41,96
" 2014",/,Mar,/,15,6,37,102
" 2014",/,Mar,/,16,6,30,92
" 2014",/,Mar,/,17,7,33,99
" 2014",/,Mar,/,18,9,31,117
" 2014",/,Mar,/,19,8,42,125
" 2014",/,Mar,/,20,8,49,126
" 2014",/,Mar,/,21,8,38,116
" 2014",/,Mar,/,22,9,48,136
" 2014",/,Mar,/,23,8,51,133
" 2014",/,Mar,/,24,7,49,116
" 2014",/,Mar,/,25,6,60,118
" 2014",/,Mar,/,26,5,48,101
" 2014",/,Mar,/,27,6,40,95
" 2014",/,Mar,/,28,6,37,97
" 2014",/,Mar,/,29,6,32,96
" 2014",/,Mar,/,30,6,29,88
" 2014",/,Mar,/,31,7,34,108
" 2014",/,Apr,/,1,6,35,95
" 2014",/,Apr,/,2,7,44,113
" 2014",/,Apr,/,3,8,54,131
" 2014",/,Apr,/,4,7,63,136
" 2014",/,Apr,/,5,7,53,120
" 2014",/,Apr,/,6,7,46,116
" 2014",/,Apr,/,7,8,36,111
" 2014",/,Apr,/,8,8,31,107
" 2014",/,Apr,/,9,6,17,73
" 2014",/,Apr,/,10,5,13,61
" 2014",/,Apr,/,11,5,16,64
" 2014",/,Apr,/,12,5,20,69
" 2014",/,Apr,/,13,5,26,78
" 2014",/,Apr,/,14,6,49,113
" 2014",/,Apr,/,15,8,65,144
" 2014",/,Apr,/,16,9,78,170
" 2014",/,Apr,/,17,10,78,179
" 2014",/,Apr,/,18,9,74,163
" 2014",/,Apr,/,19,10,74,173
" 2014",/,Apr,/,20,10,67,167
" 2014",/,Apr,/,21,8,52,136
" 2014",/,Apr,/,22,7,40,105
" 2014",/,Apr,/,23,5,24,77
" 2014",/,Apr,/,24,5,18,68
" 2014",/,Apr,/,25,4,12,53
" 2014",/,Apr,/,26,4,8,46
" 2014",/,Apr,/,27,6,18,73
" 2014",/,Apr,/,28,5,22,74
" 2014",/,Apr,/,29,5,25,76
" 2014",/,Apr,/,30,5,31,83
" 2014",/,May,/,1,5,39,88
" 2014",/,May,/,2,5,46,97
" 2014",/,May,/,3,6,56,115
" 2014",/,May,/,4,7,50,117
" 2014",/,May,/,5,8,44,125
" 2014",/,May,/,6,9,35,124
" 2014",/,May,/,7,9,29,118
" 2014",/,May,/,8,9,32,120
" 2014",/,May,/,9,9,35,124
" 2014",/,May,/,10,8,35,113
" 2014",/,May,/,11,9,49,139
" 2014",/,May,/,12,9,52,137
" 2014",/,May,/,13,8,48,126
" 2014",/,May,/,14,9,61,152
" 2014",/,May,/,15,8,51,135
" 2014",/,May,/,16,9,38,126
" 2014",/,May,/,17,9,36,129
" 2014",/,May,/,18,7,25,100
" 2014",/,May,/,19,6,16,79
" 2014",/,May,/,20,7,16,81
" 2014",/,May,/,21,6,21,80
" 2014",/,May,/,22,5,15,62
" 2014",/,May,/,23,6,29,87
" 2014",/,May,/,24,6,45,102
" 2014",/,May,/,25,6,41,100
" 2014",/,May,/,26,5,30,82
" 2014",/,May,/,27,5,20,68
" 2014",/,May,/,28,5,16,63
" 2014",/,May,/,29,3,9,43
" 2014",/,May,/,30,4,13,52
" 2014",/,May,/,31,4,12,51
" 2014",/,Jun,/,1,4,15,57
" 2014",/,Jun,/,2,5,15,61
" 2014",/,Jun,/,3,5,14,65
" 2014",/,Jun,/,4,5,16,64
" 2014",/,Jun,/,5,5,24,74
" 2014",/,Jun,/,6,6,50,113
" 2014",/,Jun,/,7,6,57,122
" 2014",/,Jun,/,8,6,69,132
" 2014",/,Jun,/,9,7,84,155
" 2014",/,Jun,/,10,7,75,146
" 2014",/,Jun,/,11,9,77,163
" 2014",/,Jun,/,12,10,83,181
" 2014",/,Jun,/,13,9,66,159
" 2014",/,Jun,/,14,8,43,119
" 2014",/,Jun,/,15,4,26,68
" 2014",/,Jun,/,16,5,25,78
" 2014",/,Jun,/,17,6,29,88
" 2014",/,Jun,/,18,7,30,97
" 2014",/,Jun,/,19,6,22,83
" 2014",/,Jun,/,20,5,22,76
" 2014",/,Jun,/,21,6,25,84
" 2014",/,Jun,/,22,6,19,75
" 2014",/,Jun,/,23,4,10,47
" 2014",/,Jun,/,24,3,9,39
" 2014",/,Jun,/,25,3,15,48
" 2014",/,Jun,/,26,4,16,57
" 2014",/,Jun,/,27,4,13,57
" 2014",/,Jun,/,28,5,11,59
" 2014",/,Jun,/,29,7,23,89
" 2014",/,Jun,/,30,8,42,119
" 2014",/,Jul,/,1,8,53,130
" 2014",/,Jul,/,2,8,68,149
" 2014",/,Jul,/,3,9,81,166
" 2014",/,Jul,/,4,9,85,174
" 2014",/,Jul,/,5,9,85,177
" 2014",/,Jul,/,6,10,77,177
" 2014",/,Jul,/,7,11,76,181
" 2014",/,Jul,/,8,10,74,174
" 2014",/,Jul,/,9,9,61,155
" 2014",/,Jul,/,10,9,61,153
" 2014",/,Jul,/,11,8,57,136
" 2014",/,Jul,/,12,7,48,116
" 2014",/,Jul,/,13,5,31,78
" 2014",/,Jul,/,14,4,14,52
" 2014",/,Jul,/,15,2,5,21
" 2014",/,Jul,/,16,0,1,5
" 2014",/,Jul,/,17,0,1,3
" 2014",/,Jul,/,18,1,5,19
" 2014",/,Jul,/,19,3,7,33
" 2014",/,Jul,/,20,2,9,31
" 2014",/,Jul,/,21,1,6,18
" 2014",/,Jul,/,22,3,10,40
" 2014",/,Jul,/,23,4,15,60
" 2014",/,Jul,/,24,5,19,66
" 2014",/,Jul,/,25,3,19,54
" 2014",/,Jul,/,26,4,22,61
" 2014",/,Jul,/,27,5,32,86
" 2014",/,Jul,/,28,7,41,110
" 2014",/,Jul,/,29,9,42,129
" 2014",/,Jul,/,30,8,37,117
" 2014",/,Jul,/,31,8,47,129
" 2014",/,Aug,/,1,9,53,138
" 2014",/,Aug,/,2,9,56,141
" 2014",/,Aug,/,3,7,53,126
" 2014",/,Aug,/,4,7,52,120
" 2014",/,Aug,/,5,6,53,110
" 2014",/,Aug,/,6,6,48,104
" 2014",/,Aug,/,7,6,43,106
" 2014",/,Aug,/,8,5,33,80
" 2014",/,Aug,/,9,4,25,64
" 2014",/,Aug,/,10,4,21,59
" 2014",/,Aug,/,11,5,17,63
" 2014",/,Aug,/,12,5,21,70
" 2014",/,Aug,/,13,5,25,71
" 2014",/,Aug,/,14,5,25,74
" 2014",/,Aug,/,15,5,38,92
" 2014",/,Aug,/,16,6,40,104
" 2014",/,Aug,/,17,7,36,103
" 2014",/,Aug,/,18,6,28,92
" 2014",/,Aug,/,19,6,27,91
" 2014",/,Aug,/,20,6,36,97
" 2014",/,Aug,/,21,6,49,112
" 2014",/,Aug,/,22,7,47,119
" 2014",/,Aug,/,23,8,40,123
" 2014",/,Aug,/,24,8,42,123
" 2014",/,Aug,/,25,6,37,97
" 2014",/,Aug,/,26,5,29,81
" 2014",/,Aug,/,27,6,22,79
" 2014",/,Aug,/,28,5,16,71
" 2014",/,Aug,/,29,5,17,63
" 2014",/,Aug,/,30,5,27,76
" 2014",/,Aug,/,31,5,31,79
" 2014",/,Sep,/,1,5,37,91
" 2014",/,Sep,/,2,5,43,96
" 2014",/,Sep,/,3,6,39,94
" 2014",/,Sep,/,4,7,41,111
" 2014",/,Sep,/,5,7,39,110
" 2014",/,Sep,/,6,8,40,123
" 2014",/,Sep,/,7,8,46,130
" 2014",/,Sep,/,8,8,59,137
" 2014",/,Sep,/,9,8,75,152
" 2014",/,Sep,/,10,7,70,144
" 2014",/,Sep,/,11,7,58,131
" 2014",/,Sep,/,12,7,48,118
" 2014",/,Sep,/,13,6,42,105
" 2014",/,Sep,/,14,6,29,85
" 2014",/,Sep,/,15,6,32,90
