year,/,month,/,day,g,s,w
" 2016",/,Jul,/,18,3,29,61
" 2016",/,Jul,/,19,3,26,56
" 2016",/,Jul,/,20,3,24,53
" 2016",/,Jul,/,21,3,21,47
" 2016",/,Jul,/,22,2,15,33
" 2016",/,Jul,/,23,2,10,28
" 2016",/,Jul,/,24,1,2,8
" 2016",/,Jul,/,25,0,0,0
" 2016",/,Jul,/,26,0,0,0
" 2016",/,Jul,/,27,0,0,0
" 2016",/,Jul,/,28,1,1,8
" 2016",/,Jul,/,29,1,4,17
" 2016",/,Jul,/,30,1,3,14
" 2016",/,Jul,/,31,1,1,7
" 2016",/,Aug,/,1,1,1,7
" 2016",/,Aug,/,2,1,1,7
" 2016",/,Aug,/,3,0,0,1
" 2016",/,Aug,/,4,1,4,17
" 2016",/,Aug,/,5,2,14,36
" 2016",/,Aug,/,6,2,16,36
" 2016",/,Aug,/,7,3,22,50
" 2016",/,Aug,/,8,4,26,67
" 2016",/,Aug,/,9,4,19,63
" 2016",/,Aug,/,10,5,18,68
" 2016",/,Aug,/,11,5,19,67
" 2016",/,Aug,/,12,4,19,59
" 2016",/,Aug,/,13,4,17,53
" 2016",/,Aug,/,14,3,17,50
" 2016",/,Aug,/,15,4,14,56
" 2016",/,Aug,/,16,5,14,65
" 2016",/,Aug,/,17,4,10,48
" 2016",/,Aug,/,18,3,10,44
" 2016",/,Aug,/,19,3,7,33
" 2016",/,Aug,/,20,1,4,12
" 2016",/,Aug,/,21,0,1,5
" 2016",/,Aug,/,22,2,9,29
" 2016",/,Aug,/,23,3,15,43
" 2016",/,Aug,/,24,3,13,43
" 2016",/,Aug,/,25,3,13,44
" 2016",/,Aug,/,26,3,17,46
" 2016",/,Aug,/,27,3,18,48
" 2016",/,Aug,/,28,4,19,54
" 2016",/,Aug,/,29,4,22,60
" 2016",/,Aug,/,30,4,22,64
" 2016",/,Aug,/,31,4,21,63
" 2016",/,Sep,/,1,4,21,62
" 2016",/,Sep,/,2,3,23,55
" 2016",/,Sep,/,3,3,22,51
" 2016",/,Sep,/,4,2,17,34
" 2016",/,Sep,/,5,1,13,27
" 2016",/,Sep,/,6,2,14,39
" 2016",/,Sep,/,7,2,21,46
" 2016",/,Sep,/,8,3,20,49
" 2016",/,Sep,/,9,4,26,63
" 2016",/,Sep,/,10,4,29,69
" 2016",/,Sep,/,11,3,21,54
" 2016",/,Sep,/,12,4,13,49
" 2016",/,Sep,/,13,2,8,29
" 2016",/,Sep,/,14,2,4,20
" 2016",/,Sep,/,15,1,3,16
" 2016",/,Sep,/,16,1,3,11
" 2016",/,Sep,/,17,1,3,14
" 2016",/,Sep,/,18,2,11,35
" 2016",/,Sep,/,19,3,15,49
" 2016",/,Sep,/,20,3,16,45
" 2016",/,Sep,/,21,2,16,39
" 2016",/,Sep,/,22,3,14,41
" 2016",/,Sep,/,23,3,23,53
" 2016",/,Sep,/,24,3,20,49
" 2016",/,Sep,/,25,1,10,24
" 2016",/,Sep,/,26,1,15,25
" 2016",/,Sep,/,27,1,12,22
" 2016",/,Sep,/,28,1,11,24
" 2016",/,Sep,/,29,1,5,16
" 2016",/,Sep,/,30,0,0,2
" 2016",/,Oct,/,1,0,0,0
" 2016",/,Oct,/,2,1,1,7
" 2016",/,Oct,/,3,2,13,33
" 2016",/,Oct,/,4,2,17,38
" 2016",/,Oct,/,5,2,20,40
" 2016",/,Oct,/,6,3,25,54
" 2016",/,Oct,/,7,3,25,55
" 2016",/,Oct,/,8,3,27,58
" 2016",/,Oct,/,9,3,29,60
" 2016",/,Oct,/,10,4,21,58
" 2016",/,Oct,/,11,4,17,55
" 2016",/,Oct,/,12,3,10,40
" 2016",/,Oct,/,13,3,8,38
" 2016",/,Oct,/,14,3,8,39
" 2016",/,Oct,/,15,3,7,34
" 2016",/,Oct,/,16,2,5,28
" 2016",/,Oct,/,17,2,4,26
" 2016",/,Oct,/,18,2,10,30
" 2016",/,Oct,/,19,1,9,22
" 2016",/,Oct,/,20,1,5,16
" 2016",/,Oct,/,21,2,9,26
" 2016",/,Oct,/,22,2,6,21
" 2016",/,Oct,/,23,1,3,13
" 2016",/,Oct,/,24,1,4,14
" 2016",/,Oct,/,25,1,7,18
" 2016",/,Oct,/,26,1,6,17
" 2016",/,Oct,/,27,2,5,21
" 2016",/,Oct,/,28,2,8,28
" 2016",/,Oct,/,29,1,6,18
" 2016",/,Oct,/,30,0,2,6
" 2016",/,Oct,/,31,1,3,13
" 2016",/,Nov,/,1,1,2,12
" 2016",/,Nov,/,2,0,0,2
" 2016",/,Nov,/,3,2,4,19
" 2016",/,Nov,/,4,2,4,21
" 2016",/,Nov,/,5,2,3,20
" 2016",/,Nov,/,6,1,2,16
" 2016",/,Nov,/,7,1,1,8
" 2016",/,Nov,/,8,0,0,0
" 2016",/,Nov,/,9,1,1,8
" 2016",/,Nov,/,10,1,4,19
" 2016",/,Nov,/,11,2,6,23
" 2016",/,Nov,/,12,1,3,17
" 2016",/,Nov,/,13,2,7,30
" 2016",/,Nov,/,14,2,9,29
" 2016",/,Nov,/,15,2,8,23
" 2016",/,Nov,/,16,2,8,24
" 2016",/,Nov,/,17,2,9,29
" 2016",/,Nov,/,18,2,7,27
" 2016",/,Nov,/,19,1,2,9
" 2016",/,Nov,/,20,0,1,4
" 2016",/,Nov,/,21,0,0,1
" 2016",/,Nov,/,22,0,0,0
" 2016",/,Nov,/,23,1,2,12
" 2016",/,Nov,/,24,1,3,13
" 2016",/,Nov,/,25,1,4,14
" 2016",/,Nov,/,26,2,5,21
" 2016",/,Nov,/,27,2,8,28
" 2016",/,Nov,/,28,2,11,36
" 2016",/,Nov,/,29,3,17,49
" 2016",/,Nov,/,30,3,21,53
" 2016",/,Dec,/,1,3,21,55
" 2016",/,Dec,/,2,4,19,56
" 2016",/,Dec,/,3,3,17,42
" 2016",/,Dec,/,4,2,15,31
" 2016",/,Dec,/,5,2,13,31
" 2016",/,Dec,/,6,1,12,27
" 2016",/,Dec,/,7,1,7,19
" 2016",/,Dec,/,8,1,4,14
" 2016",/,Dec,/,9,1,1,8
" 2016",/,Dec,/,10,0,0,1
" 2016",/,Dec,/,11,0,1,5
" 2016",/,Dec,/,12,1,2,11
" 2016",/,Dec,/,13,1,3,12
" 2016",/,Dec,/,14,1,2,13
" 2016",/,Dec,/,15,1,1,9
" 2016",/,Dec,/,16,0,0,0
" 2016",/,Dec,/,17,1,2,9
" 2016",/,Dec,/,18,1,5,19
" 2016",/,Dec,/,19,1,3,13
" 2016",/,Dec,/,20,1,4,16
" 2016",/,Dec,/,21,2,8,27
" 2016",/,Dec,/,22,1,2,12
" 2016",/,Dec,/,23,0,0,1
" 2016",/,Dec,/,24,0,0,0
" 2016",/,Dec,/,25,0,0,0
" 2016",/,Dec,/,26,0,1,4
" 2016",/,Dec,/,27,1,4,14
" 2016",/,Dec,/,28,0,1,6
" 2016",/,Dec,/,29,0,1,4
" 2016",/,Dec,/,30,1,1,7
" 2016",/,Dec,/,31,1,1,9
" 2017",/,Jan,/,1,0,1,4
" 2017",/,Jan,/,2,0,1,6
" 2017",/,Jan,/,3,0,0,2
" 2017",/,Jan,/,4,0,0,0
" 2017",/,Jan,/,5,0,0,0
" 2017",/,Jan,/,6,0,0,0
" 2017",/,Jan,/,7,0,0,1
" 2017",/,Jan,/,8,0,0,0
" 2017",/,Jan,/,9,0,0,0
" 2017",/,Jan,/,10,0,0,2
" 2017",/,Jan,/,11,0,0,0
" 2017",/,Jan,/,12,1,1,8
" 2017",/,Jan,/,13,2,4,24
" 2017",/,Jan,/,14,2,5,27
" 2017",/,Jan,/,15,2,4,26
" 2017",/,Jan,/,16,2,5,25
" 2017",/,Jan,/,17,2,8,29
" 2017",/,Jan,/,18,2,9,34
" 2017",/,Jan,/,19,3,8,33
" 2017",/,Jan,/,20,4,15,53
" 2017",/,Jan,/,21,4,25,65
" 2017",/,Jan,/,22,4,23,59
" 2017",/,Jan,/,23,3,18,50
" 2017",/,Jan,/,24,3,12,42
" 2017",/,Jan,/,25,3,16,44
" 2017",/,Jan,/,26,2,15,38
" 2017",/,Jan,/,27,2,8,28
" 2017",/,Jan,/,28,2,7,28
" 2017",/,Jan,/,29,2,6,29
" 2017",/,Jan,/,30,2,6,30
" 2017",/,Jan,/,31,3,9,37
" 2017",/,Feb,/,1,3,9,38
" 2017",/,Feb,/,2,3,10,38
" 2017",/,Feb,/,3,2,5,26
" 2017",/,Feb,/,4,1,2,9
" 2017",/,Feb,/,5,1,1,8
" 2017",/,Feb,/,6,1,1,8
" 2017",/,Feb,/,7,0,1,5
" 2017",/,Feb,/,8,0,1,5
" 2017",/,Feb,/,9,1,6,17
" 2017",/,Feb,/,10,1,7,17
" 2017",/,Feb,/,11,1,8,18
" 2017",/,Feb,/,12,1,6,16
" 2017",/,Feb,/,13,1,5,15
" 2017",/,Feb,/,14,1,3,14
" 2017",/,Feb,/,15,1,2,16
" 2017",/,Feb,/,16,1,1,10
" 2017",/,Feb,/,17,1,2,10
" 2017",/,Feb,/,18,1,1,8
" 2017",/,Feb,/,19,1,2,13
" 2017",/,Feb,/,20,2,4,21
" 2017",/,Feb,/,21,1,8,20
" 2017",/,Feb,/,22,1,8,20
" 2017",/,Feb,/,23,1,6,17
" 2017",/,Feb,/,24,2,4,22
" 2017",/,Feb,/,25,2,5,24
" 2017",/,Feb,/,26,2,4,24
" 2017",/,Feb,/,27,3,9,37
" 2017",/,Feb,/,28,3,13,45
" 2017",/,Mar,/,1,3,16,49
" 2017",/,Mar,/,2,3,13,45
" 2017",/,Mar,/,3,2,6,29
" 2017",/,Mar,/,4,0,1,5
" 2017",/,Mar,/,5,0,1,5
" 2017",/,Mar,/,6,0,0,1
" 2017",/,Mar,/,7,0,0,0
" 2017",/,Mar,/,8,0,0,1
" 2017",/,Mar,/,9,0,0,1
" 2017",/,Mar,/,10,0,0,0
" 2017",/,Mar,/,11,0,0,0
" 2017",/,Mar,/,12,0,0,1
" 2017",/,Mar,/,13,0,0,0
" 2017",/,Mar,/,14,0,0,0
" 2017",/,Mar,/,15,0,0,1
" 2017",/,Mar,/,16,0,0,0
" 2017",/,Mar,/,17,0,0,0
" 2017",/,Mar,/,18,0,0,0
" 2017",/,Mar,/,19,0,0,0
" 2017",/,Mar,/,20,0,0,0
" 2017",/,Mar,/,21,1,1,9
" 2017",/,Mar,/,22,1,2,11
" 2017",/,Mar,/,23,1,2,13
" 2017",/,Mar,/,24,1,2,12
" 2017",/,Mar,/,25,1,2,16
" 2017",/,Mar,/,26,1,11,25
" 2017",/,Mar,/,27,2,18,41
" 2017",/,Mar,/,28,2,24,49
" 2017",/,Mar,/,29,2,18,42
" 2017",/,Mar,/,30,2,21,42
" 2017",/,Mar,/,31,3,29,55
" 2017",/,Apr,/,1,3,37,66
" 2017",/,Apr,/,2,3,47,77
" 2017",/,Apr,/,3,4,49,88
" 2017",/,Apr,/,4,3,31,62
" 2017",/,Apr,/,5,2,22,44
" 2017",/,Apr,/,6,2,14,34
" 2017",/,Apr,/,7,1,4,15
" 2017",/,Apr,/,8,0,0,1
" 2017",/,Apr,/,9,0,1,5
" 2017",/,Apr,/,10,1,3,12
" 2017",/,Apr,/,11,1,3,13
" 2017",/,Apr,/,12,1,3,15
" 2017",/,Apr,/,13,1,4,17
" 2017",/,Apr,/,14,1,2,12
" 2017",/,Apr,/,15,0,0,1
" 2017",/,Apr,/,16,0,0,1
" 2017",/,Apr,/,17,0,0,2
" 2017",/,Apr,/,18,1,3,15
" 2017",/,Apr,/,19,1,5,17
" 2017",/,Apr,/,20,2,7,24
" 2017",/,Apr,/,21,3,9,35
" 2017",/,Apr,/,22,2,9,30
" 2017",/,Apr,/,23,3,11,37
" 2017",/,Apr,/,24,3,12,41
" 2017",/,Apr,/,25,3,9,39
" 2017",/,Apr,/,26,3,7,34
" 2017",/,Apr,/,27,2,5,27
" 2017",/,Apr,/,28,2,5,29
" 2017",/,Apr,/,29,2,4,28
" 2017",/,Apr,/,30,2,2,21
" 2017",/,May,/,1,1,1,11
" 2017",/,May,/,2,2,8,24
" 2017",/,May,/,3,1,6,18
" 2017",/,May,/,4,1,6,17
" 2017",/,May,/,5,2,10,29
" 2017",/,May,/,6,2,6,25
" 2017",/,May,/,7,2,3,20
" 2017",/,May,/,8,1,1,9
" 2017",/,May,/,9,0,0,0
" 2017",/,May,/,10,0,0,0
" 2017",/,May,/,11,0,0,2
" 2017",/,May,/,12,0,1,4
" 2017",/,May,/,13,0,0,0
" 2017",/,May,/,14,0,0,0
" 2017",/,May,/,15,0,0,1
" 2017",/,May,/,16,1,2,14
" 2017",/,May,/,17,1,2,12
" 2017",/,May,/,18,2,3,19
" 2017",/,May,/,19,2,4,24
" 2017",/,May,/,20,2,3,24
" 2017",/,May,/,21,3,6,33
" 2017",/,May,/,22,4,11,48
" 2017",/,May,/,23,3,10,44
" 2017",/,May,/,24,1,7,20
" 2017",/,May,/,25,1,13,27
" 2017",/,May,/,26,1,12,24
" 2017",/,May,/,27,1,12,23
" 2017",/,May,/,28,1,9,20
" 2017",/,May,/,29,1,3,10
" 2017",/,May,/,30,0,0,0
" 2017",/,May,/,31,0,0,0
" 2017",/,Jun,/,1,1,4,15
" 2017",/,Jun,/,2,1,10,21
" 2017",/,Jun,/,3,1,12,24
" 2017",/,Jun,/,4,1,14,25
" 2017",/,Jun,/,5,1,15,28
" 2017",/,Jun,/,6,1,12,22
" 2017",/,Jun,/,7,1,5,15
" 2017",/,Jun,/,8,1,3,9
" 2017",/,Jun,/,9,0,0,2
" 2017",/,Jun,/,10,0,0,1
" 2017",/,Jun,/,11,0,0,1
" 2017",/,Jun,/,12,0,0,1
" 2017",/,Jun,/,13,1,1,11
" 2017",/,Jun,/,14,1,2,13
" 2017",/,Jun,/,15,2,11,31
" 2017",/,Jun,/,16,2,10,30
" 2017",/,Jun,/,17,2,10,30
" 2017",/,Jun,/,18,2,9,30
" 2017",/,Jun,/,19,2,6,27
" 2017",/,Jun,/,20,2,5,30
" 2017",/,Jun,/,21,3,5,32
" 2017",/,Jun,/,22,2,4,25
" 2017",/,Jun,/,23,2,3,21
" 2017",/,Jun,/,24,1,7,20
" 2017",/,Jun,/,25,1,9,19
" 2017",/,Jun,/,26,1,10,21
" 2017",/,Jun,/,27,1,10,20
" 2017",/,Jun,/,28,1,5,16
" 2017",/,Jun,/,29,1,2,12
" 2017",/,Jun,/,30,1,1,11
" 2017",/,Jul,/,1,1,1,13
" 2017",/,Jul,/,2,1,1,7
" 2017",/,Jul,/,3,0,0,2
" 2017",/,Jul,/,4,0,0,0
" 2017",/,Jul,/,5,1,1,6
" 2017",/,Jul,/,6,1,6,17
" 2017",/,Jul,/,7,1,16,26
" 2017",/,Jul,/,8,1,19,29
" 2017",/,Jul,/,9,1,27,39
" 2017",/,Jul,/,10,1,26,39
" 2017",/,Jul,/,11,1,25,36
" 2017",/,Jul,/,12,2,31,52
" 2017",/,Jul,/,13,2,35,55
" 2017",/,Jul,/,14,2,22,42
" 2017",/,Jul,/,15,1,12,27
" 2017",/,Jul,/,16,1,6,19
" 2017",/,Jul,/,17,1,3,17
" 2017",/,Jul,/,18,0,0,2
" 2017",/,Jul,/,19,0,0,0
" 2017",/,Jul,/,20,0,0,1
" 2017",/,Jul,/,21,0,0,0
" 2017",/,Jul,/,22,0,0,2
" 2017",/,Jul,/,23,0,0,0
" 2017",/,Jul,/,24,0,0,1
" 2017",/,Jul,/,25,0,0,3
" 2017",/,Jul,/,26,0,0,1
" 2017",/,Jul,/,27,0,0,1
" 2017",/,Jul,/,28,0,0,2
" 2017",/,Jul,/,29,0,1,6
" 2017",/,Jul,/,30,0,1,6
" 2017",/,Jul,/,31,0,0,0
" 2017",/,Aug,/,1,1,2,10
" 2017",/,Aug,/,2,1,2,12
" 2017",/,Aug,/,3,1,3,13
" 2017",/,Aug,/,4,1,3,13
" 2017",/,Aug,/,5,1,2,12
" 2017",/,Aug,/,6,1,2,13
" 2017",/,Aug,/,7,1,1,11
" 2017",/,Aug,/,8,1,2,12
" 2017",/,Aug,/,9,1,2,12
" 2017",/,Aug,/,10,1,2,13
" 2017",/,Aug,/,11,1,1,12
" 2017",/,Aug,/,12,1,1,11
" 2017",/,Aug,/,13,1,1,9
" 2017",/,Aug,/,14,1,2,8
" 2017",/,Aug,/,15,1,10,20
" 2017",/,Aug,/,16,1,18,28
" 2017",/,Aug,/,17,1,26,36
" 2017",/,Aug,/,18,1,27,38
" 2017",/,Aug,/,19,1,29,39
" 2017",/,Aug,/,20,2,30,48
" 2017",/,Aug,/,21,2,30,54
" 2017",/,Aug,/,22,3,27,52
" 2017",/,Aug,/,23,3,25,53
" 2017",/,Aug,/,24,2,24,48
" 2017",/,Aug,/,25,2,20,44
" 2017",/,Aug,/,26,2,18,40
" 2017",/,Aug,/,27,2,10,29
" 2017",/,Aug,/,28,1,6,21
" 2017",/,Aug,/,29,3,6,36
" 2017",/,Aug,/,30,3,14,47
" 2017",/,Aug,/,31,4,23,62
" 2017",/,Sep,/,1,4,23,58
" 2017",/,Sep,/,2,3,28,61
" 2017",/,Sep,/,3,5,56,102
" 2017",/,Sep,/,4,5,61,108
" 2017",/,Sep,/,5,5,62,109
" 2017",/,Sep,/,6,4,52,93
" 2017",/,Sep,/,7,4,46,88
" 2017",/,Sep,/,8,4,40,83
" 2017",/,Sep,/,9,4,21,60
" 2017",/,Sep,/,10,3,8,40
" 2017",/,Sep,/,11,2,3,23
" 2017",/,Sep,/,12,1,2,12
" 2017",/,Sep,/,13,1,2,14
" 2017",/,Sep,/,14,1,2,12
" 2017",/,Sep,/,15,1,2,12
" 2017",/,Sep,/,16,1,3,13
" 2017",/,Sep,/,17,1,3,13
" 2017",/,Sep,/,18,1,3,13
" 2017",/,Sep,/,19,1,2,12
" 2017",/,Sep,/,20,2,2,19
" 2017",/,Sep,/,21,2,3,22
" 2017",/,Sep,/,22,1,1,13
" 2017",/,Sep,/,23,1,2,12
" 2017",/,Sep,/,24,2,3,22
" 2017",/,Sep,/,25,3,8,38
" 2017",/,Sep,/,26,3,10,40
" 2017",/,Sep,/,27,3,8,39
" 2017",/,Sep,/,28,3,12,43
" 2017",/,Sep,/,29,3,12,42
" 2017",/,Sep,/,30,3,10,41
" 2017",/,Oct,/,1,3,7,36
" 2017",/,Oct,/,2,2,5,28
" 2017",/,Oct,/,3,2,7,27
" 2017",/,Oct,/,4,2,7,27
" 2017",/,Oct,/,5,2,6,26
" 2017",/,Oct,/,6,2,3,20
" 2017",/,Oct,/,7,1,2,11
" 2017",/,Oct,/,8,0,0,2
" 2017",/,Oct,/,9,0,0,0
" 2017",/,Oct,/,10,0,0,0
" 2017",/,Oct,/,11,0,0,1
" 2017",/,Oct,/,12,0,0,0
" 2017",/,Oct,/,13,0,0,2
" 2017",/,Oct,/,14,0,0,2
" 2017",/,Oct,/,15,0,0,2
" 2017",/,Oct,/,16,0,0,1
" 2017",/,Oct,/,17,0,0,0
" 2017",/,Oct,/,18,0,0,0
" 2017",/,Oct,/,19,0,0,0
" 2017",/,Oct,/,20,0,0,0
" 2017",/,Oct,/,21,1,1,9
" 2017",/,Oct,/,22,1,2,11
" 2017",/,Oct,/,23,2,3,21
" 2017",/,Oct,/,24,2,3,21
" 2017",/,Oct,/,25,2,3,23
" 2017",/,Oct,/,26,2,3,23
" 2017",/,Oct,/,27,2,4,24
" 2017",/,Oct,/,28,2,4,24
" 2017",/,Oct,/,29,2,4,23
" 2017",/,Oct,/,30,2,2,18
" 2017",/,Oct,/,31,1,1,7
" 2017",/,Nov,/,1,0,0,0
" 2017",/,Nov,/,2,0,0,2
" 2017",/,Nov,/,3,0,0,0
" 2017",/,Nov,/,4,0,0,0
" 2017",/,Nov,/,5,0,0,0
" 2017",/,Nov,/,6,0,0,0
" 2017",/,Nov,/,7,0,0,0
" 2017",/,Nov,/,8,0,0,0
" 2017",/,Nov,/,9,0,0,0
" 2017",/,Nov,/,10,0,0,0
" 2017",/,Nov,/,11,0,0,0
" 2017",/,Nov,/,12,0,0,0
" 2017",/,Nov,/,13,0,0,0
" 2017",/,Nov,/,14,1,3,10
" 2017",/,Nov,/,15,1,3,13
" 2017",/,Nov,/,16,1,5,16
" 2017",/,Nov,/,17,1,6,19
" 2017",/,Nov,/,18,1,4,13
" 2017",/,Nov,/,19,0,0,1
" 2017",/,Nov,/,20,0,0,1
" 2017",/,Nov,/,21,0,0,1
" 2017",/,Nov,/,22,0,0,1
" 2017",/,Nov,/,23,0,0,1
" 2017",/,Nov,/,24,0,0,1
" 2017",/,Nov,/,25,1,4,13
" 2017",/,Nov,/,26,1,6,16
" 2017",/,Nov,/,27,1,4,14
" 2017",/,Nov,/,28,1,3,13
" 2017",/,Nov,/,29,1,2,12
" 2017",/,Nov,/,30,1,1,10
" 2017",/,Dec,/,1,0,0,2
" 2017",/,Dec,/,2,0,0,0
" 2017",/,Dec,/,3,0,0,0
" 2017",/,Dec,/,4,0,0,0
" 2017",/,Dec,/,5,0,0,0
" 2017",/,Dec,/,6,1,2,7
" 2017",/,Dec,/,7,0,1,4
" 2017",/,Dec,/,8,0,0,1
" 2017",/,Dec,/,9,0,0,0
" 2017",/,Dec,/,10,0,0,3
" 2017",/,Dec,/,11,1,2,8
" 2017",/,Dec,/,12,0,1,5
" 2017",/,Dec,/,13,0,0,0
" 2017",/,Dec,/,14,0,0,0
" 2017",/,Dec,/,15,0,0,0
" 2017",/,Dec,/,16,0,0,0
" 2017",/,Dec,/,17,0,0,0
" 2017",/,Dec,/,18,0,0,0
" 2017",/,Dec,/,19,0,0,3
" 2017",/,Dec,/,20,1,4,13
" 2017",/,Dec,/,21,1,12,22
" 2017",/,Dec,/,22,1,16,26
" 2017",/,Dec,/,23,1,15,25
" 2017",/,Dec,/,24,1,14,24
" 2017",/,Dec,/,25,1,8,19
" 2017",/,Dec,/,26,1,5,15
" 2017",/,Dec,/,27,0,1,6
" 2017",/,Dec,/,28,0,0,0
" 2017",/,Dec,/,29,0,0,1
" 2017",/,Dec,/,30,0,0,0
" 2017",/,Dec,/,31,0,1,3
" 2018",/,Jan,/,1,0,0,0
" 2018",/,Jan,/,2,0,0,0
" 2018",/,Jan,/,3,0,0,0
" 2018",/,Jan,/,4,1,3,10
" 2018",/,Jan,/,5,1,1,7
" 2018",/,Jan,/,6,1,1,6
" 2018",/,Jan,/,7,0,0,4
" 2018",/,Jan,/,8,1,2,12
" 2018",/,Jan,/,9,1,2,9
" 2018",/,Jan,/,10,1,1,10
" 2018",/,Jan,/,11,0,1,5
" 2018",/,Jan,/,12,0,0,0
" 2018",/,Jan,/,13,0,0,0
" 2018",/,Jan,/,14,0,1,3
" 2018",/,Jan,/,15,0,1,5
" 2018",/,Jan,/,16,1,5,14
" 2018",/,Jan,/,17,1,5,14
" 2018",/,Jan,/,18,1,3,12
" 2018",/,Jan,/,19,0,1,4
" 2018",/,Jan,/,20,0,0,1
" 2018",/,Jan,/,21,0,0,0
" 2018",/,Jan,/,22,0,0,0
" 2018",/,Jan,/,23,0,0,0
" 2018",/,Jan,/,24,0,0,0
" 2018",/,Jan,/,25,0,0,0
" 2018",/,Jan,/,26,0,0,0
" 2018",/,Jan,/,27,0,0,0
" 2018",/,Jan,/,28,0,0,0
" 2018",/,Jan,/,29,0,0,0
" 2018",/,Jan,/,30,0,1,4
" 2018",/,Jan,/,31,0,1,2
" 2018",/,Feb,/,1,0,0,1
" 2018",/,Feb,/,2,0,0,1
" 2018",/,Feb,/,3,0,0,1
" 2018",/,Feb,/,4,0,0,4
" 2018",/,Feb,/,5,1,4,13
" 2018",/,Feb,/,6,1,6,17
" 2018",/,Feb,/,7,1,8,18
" 2018",/,Feb,/,8,1,13,23
" 2018",/,Feb,/,9,1,15,25
" 2018",/,Feb,/,10,1,15,25
" 2018",/,Feb,/,11,1,18,28
" 2018",/,Feb,/,12,1,13,24
" 2018",/,Feb,/,13,1,12,23
" 2018",/,Feb,/,14,1,9,21
" 2018",/,Feb,/,15,1,5,15
" 2018",/,Feb,/,16,1,2,9
" 2018",/,Feb,/,17,0,0,0
" 2018",/,Feb,/,18,0,0,0
" 2018",/,Feb,/,19,0,0,0
" 2018",/,Feb,/,20,0,0,0
" 2018",/,Feb,/,21,0,0,0
" 2018",/,Feb,/,22,0,0,0
" 2018",/,Feb,/,23,0,0,0
" 2018",/,Feb,/,24,0,0,0
" 2018",/,Feb,/,25,0,0,1
" 2018",/,Feb,/,26,1,5,12
" 2018",/,Feb,/,27,1,4,11
" 2018",/,Feb,/,28,1,1,9
" 2018",/,Mar,/,1,0,0,4
" 2018",/,Mar,/,2,0,0,2
" 2018",/,Mar,/,3,0,0,0
" 2018",/,Mar,/,4,0,0,0
" 2018",/,Mar,/,5,0,0,0
" 2018",/,Mar,/,6,0,0,0
" 2018",/,Mar,/,7,0,0,0
" 2018",/,Mar,/,8,0,0,0
" 2018",/,Mar,/,9,0,0,0
" 2018",/,Mar,/,10,0,0,0
" 2018",/,Mar,/,11,0,0,0
" 2018",/,Mar,/,12,0,0,0
" 2018",/,Mar,/,13,0,0,0
" 2018",/,Mar,/,14,0,0,0
" 2018",/,Mar,/,15,0,0,1
" 2018",/,Mar,/,16,0,0,0
" 2018",/,Mar,/,17,0,1,5
" 2018",/,Mar,/,18,0,1,4
" 2018",/,Mar,/,19,0,0,0
" 2018",/,Mar,/,20,0,0,0
" 2018",/,Mar,/,21,0,0,0
" 2018",/,Mar,/,22,0,0,0
" 2018",/,Mar,/,23,0,0,0
" 2018",/,Mar,/,24,0,0,0
" 2018",/,Mar,/,25,0,0,0
" 2018",/,Mar,/,26,0,0,0
" 2018",/,Mar,/,27,0,0,0
" 2018",/,Mar,/,28,0,0,0
" 2018",/,Mar,/,29,0,0,2
" 2018",/,Mar,/,30,1,1,8
" 2018",/,Mar,/,31,1,1,6
" 2018",/,Apr,/,1,0,0,2
" 2018",/,Apr,/,2,0,0,0
" 2018",/,Apr,/,3,0,0,0
" 2018",/,Apr,/,4,0,0,0
" 2018",/,Apr,/,5,0,0,0
" 2018",/,Apr,/,6,0,0,0
" 2018",/,Apr,/,7,0,0,0
" 2018",/,Apr,/,8,0,0,0
" 2018",/,Apr,/,9,0,0,2
" 2018",/,Apr,/,10,0,0,3
" 2018",/,Apr,/,11,0,0,0
" 2018",/,Apr,/,12,0,2,6
" 2018",/,Apr,/,13,1,4,10
" 2018",/,Apr,/,14,0,0,3
" 2018",/,Apr,/,15,0,1,5
" 2018",/,Apr,/,16,0,1,5
" 2018",/,Apr,/,17,0,0,4
" 2018",/,Apr,/,18,0,0,3
" 2018",/,Apr,/,19,1,1,8
" 2018",/,Apr,/,20,1,5,15
" 2018",/,Apr,/,21,1,8,20
" 2018",/,Apr,/,22,1,8,18
" 2018",/,Apr,/,23,1,8,18
" 2018",/,Apr,/,24,1,6,16
" 2018",/,Apr,/,25,1,5,15
" 2018",/,Apr,/,26,1,3,12
" 2018",/,Apr,/,27,1,1,7
" 2018",/,Apr,/,28,0,0,1
" 2018",/,Apr,/,29,0,0,1
" 2018",/,Apr,/,30,0,0,0
" 2018",/,May,/,1,0,0,0
" 2018",/,May,/,2,0,0,0
" 2018",/,May,/,3,0,0,0
" 2018",/,May,/,4,1,2,8
" 2018",/,May,/,5,1,3,11
" 2018",/,May,/,6,1,3,11
" 2018",/,May,/,7,1,3,12
" 2018",/,May,/,8,1,2,11
" 2018",/,May,/,9,1,2,15
" 2018",/,May,/,10,1,1,11
" 2018",/,May,/,11,1,1,9
" 2018",/,May,/,12,1,2,10
" 2018",/,May,/,13,1,1,6
" 2018",/,May,/,14,0,0,1
" 2018",/,May,/,15,0,0,2
" 2018",/,May,/,16,0,0,0
" 2018",/,May,/,17,0,0,0
" 2018",/,May,/,18,0,0,0
